Genre,Language,Nudity,Rating,Sex,Title,Violence,Release_Date,Production_Budget,Domestic_Gross,Worldwide_Gross,Release_Year,Release_Month
Horror,Heavy,Heavy,R,Heavy,American Psycho,Heavy,2000-04-14,8000000,15070285,34270285,2000,Apr
Drama,Medium,None,R,Medium,Gossip,Medium,2000-04-21,14000000,5108820,12591270,2000,Apr
Drama,Heavy,Medium,PG-13,Light,Where The Heart Is,Light,2000-04-28,15000000,33771174,40862054,2000,Apr
Drama,Heavy,None,PG-13,None,U-571,Medium,2000-04-21,62000000,77086030,127630030,2000,Apr
Comedy,None,None,PG,None,The Flintstones In Viva Rock Vegas,Light,2000-04-28,58000000,35231365,59431365,2000,Apr
Comedy,Heavy,Medium,R,Heavy,Slackers,Light,2002-02-01,11000000,4814244,5942218,2002,Feb
Horror,Medium,Light,PG-13,Light,The Mothman Prophecies,Light,2002-01-25,42000000,35228696,56438555,2002,Jan
Drama,Light,None,PG-13,Light,The Count Of Monte Cristo,Medium,2002-01-25,40000000,54228104,75389090,2002,Jan
Drama,Medium,None,PG,None,A Walk To Remember,Light,2002-01-25,11000000,41227069,46060915,2002,Jan
Comedy,None,Medium,R,Heavy,How High,None,2001-12-21,12000000,31155435,31222395,2001,Dec
Comedy,Medium,Medium,PG-13,Medium,Orange County,Medium,2002-01-11,18000000,41059716,43308707,2002,Jan
Action,Heavy,Light,R,None,Black Hawk Down,Heavy,2001-12-28,95000000,108638745,159691085,2001,Dec
Comedy,Heavy,None,R,Medium,Dinner Rush,Medium,2001-09-28,2000000,638227,1075504,2001,Sep
Drama,Medium,Light,PG-13,None,I Am Sam,Light,2001-12-28,22000000,40270895,92542418,2001,Dec
Comedy,Light,None,PG,None,Snow Dogs,Light,2002-01-18,32000000,81150692,116898028,2002,Jan
Unknown,Heavy,Medium,R,Heavy,Not Another Teen Movie,Light,2001-12-14,15000000,37882551,62401343,2001,Dec
Drama,Light,Heavy,R,Heavy,Iris,None,2001-12-14,5500000,5580479,15155021,2001,Dec
Comedy,Heavy,Medium,R,Medium,The Wash,Light,2001-11-14,4000000,10097096,10097096,2001,Nov
Drama,Heavy,Light,PG,None,The Majestic,Light,2001-12-21,72000000,27796042,37306334,2001,Dec
Drama,Heavy,Light,R,Medium,Ali,Heavy,2001-12-25,109000000,58183966,87683966,2001,Dec
Drama,Heavy,Medium,R,Medium,Vanilla Sky,Medium,2001-12-14,70000000,100614858,202726605,2001,Dec
Drama,Medium,Medium,R,Medium,The Shipping News,Light,2001-12-25,35000000,11405825,24405825,2001,Dec
Comedy,Heavy,Light,PG,None,Joe Somebody,Light,2001-12-21,38000000,22770864,24515990,2001,Dec
Drama,Light,None,PG-13,Light,A Beautiful Mind,Medium,2001-12-21,78000000,170708996,317668058,2001,Dec
Romance,Heavy,None,PG-13,None,Kate And Leopold,Light,2001-12-25,48000000,47095453,70937778,2001,Dec
Animated,Light,None,G,None,Jimmy Neutron: Boy Genius,Light,2001-12-21,25000000,80936232,102992536,2001,Dec
Comedy,Heavy,Medium,PG-13,Medium,Out Cold,Medium,2001-11-21,11000000,13906394,14786394,2001,Nov
Thriller,Heavy,None,R,Light,Heist,Heavy,2001-11-09,35000000,23483357,28906817,2001,Nov
Thriller,Heavy,None,R,Light,Heist,Heavy,2015-11-13,8900000,50136,3324184,2015,Nov
Thriller,Heavy,Medium,R,Light,Spy Game,Heavy,2001-11-21,90000000,62362560,143049560,2001,Nov
Drama,Heavy,Light,R,Light,In The Bedroom,Heavy,2001-11-23,1700000,35930604,42137871,2001,Nov
Action,Heavy,None,PG-13,None,Behind Enemy Lines,Heavy,2001-11-30,40000000,58855732,58855732,2001,Nov
Comedy,Heavy,None,PG-13,Light,Black Knight,Medium,2001-11-21,35000000,33422806,33422806,2001,Nov
Horror,Heavy,Medium,R,Light,Bones,Heavy,2001-10-24,10000000,7316658,8378853,2001,Oct
Horror,Heavy,Medium,R,None,Thirteen Ghosts,Heavy,2001-10-26,19000000,41867960,68467960,2001,Oct
Action,Medium,None,PG-13,None,The One,Heavy,2001-11-02,49000000,43905746,72689126,2001,Nov
Comedy,Heavy,Medium,PG-13,Light,Shallow Hal,Light,2001-11-09,40000000,70836296,70836296,2001,Nov
Drama,Heavy,Medium,R,Medium,The Business Of Strangers,Medium,2001-12-07,6000000,1030920,1290920,2001,Dec
Drama,Heavy,None,PG-13,None,K-Pax,Light,2001-08-13,48000000,50315140,50315140,2001,Aug
Thriller,Heavy,None,PG-13,Light,Domestic Disturbance,Heavy,2001-11-02,53000000,45207112,54207112,2001,Nov
Comedy,Light,Light,PG,Light,On The Line,Light,2001-10-26,10000000,4365455,4690802,2001,Oct
Thriller,Medium,Heavy,R,Medium,From Hell,Heavy,2001-10-19,35000000,31598308,68712365,2001,Oct
Horror,Heavy,None,Unknown,Light,Donnie Darko,Heavy,2001-10-26,4500000,1480006,7510877,2001,Oct
Comedy,Heavy,None,PG-13,Light,Corky Romano,Medium,2001-10-12,11000000,23978402,25116103,2001,Oct
Comedy,Heavy,Medium,R,Light,High Heels And Low Lifes,Medium,2001-10-26,10000000,226792,226792,2001,Oct
Drama,Heavy,Light,R,None,The Last Castle,Medium,2001-10-19,60000000,18208078,20541668,2001,Oct
Drama,Medium,None,PG-13,Light,Riding In Cars With Boys,Light,2001-10-19,47000000,29781453,29781453,2001,Oct
Animated,Light,None,G,None,"Monsters, Inc.",Medium,2001-11-02,115000000,289423425,559757719,2001,Nov
Drama,Medium,Medium,PG-13,Light,Glitter,Light,2001-09-21,8500000,4273372,4273372,2001,Sep
Comedy,Heavy,Medium,PG-13,Medium,Zoolander,Medium,2001-09-28,28000000,45172250,60780981,2001,Sep
Comedy,Medium,Medium,PG-13,Light,Serendipity,Light,2001-10-05,28000000,50255310,77477297,2001,Oct
Drama,Heavy,Medium,R,Light,Training Day,Heavy,2001-10-05,45000000,76261036,104505362,2001,Oct
Horror,Heavy,Light,R,Light,Joy Ride,Heavy,2001-10-05,23000000,21973182,21973182,2001,Oct
Horror,Medium,Light,PG-13,Light,Soul Survivors,Medium,2001-09-07,14000000,3100650,4288246,2001,Sep
Thriller,Medium,Light,PG-13,Light,The Glass House,Heavy,2001-09-14,22000000,17951431,22861785,2001,Sep
Drama,Medium,Medium,R,Medium,Life As A House,Light,2001-10-26,18000000,15652637,23889158,2001,Oct
Thriller,Light,None,PG-13,None,Megiddo: Omega Code 2,Medium,2001-09-21,22000000,6047691,6047691,2001,Sep
Drama,Heavy,Medium,NC-17,Heavy,L.I.E.,Medium,2001-09-07,700000,1140965,1140965,2001,Sep
Mystery,Medium,Heavy,R,Heavy,Mulholland Drive,Medium,2001-10-08,15000000,7219578,11919578,2001,Oct
Drama,Light,None,PG-13,Medium,Hearts In Atlantis,Medium,2001-09-28,31000000,24185781,30885781,2001,Sep
Musical,Heavy,Medium,R,Heavy,Rock Star,Medium,2001-09-07,38000000,16991902,19317765,2001,Sep
Drama,Heavy,Light,PG-13,Medium,Hardball,Medium,2001-09-14,21000000,40222729,43728560,2001,Sep
Comedy,Heavy,Medium,PG-13,Medium,Big Trouble,Medium,2002-04-05,45000000,7262288,8488871,2002,Apr
Action,Light,Light,PG-13,None,The Musketeer,Medium,2001-09-07,40000000,27053815,27053815,2001,Sep
Comedy,Heavy,Medium,PG-13,Heavy,Bubble Boy,Heavy,2001-08-24,13000000,5002310,5002310,2001,Aug
Comedy,Heavy,Medium,R,Heavy,Jay And Silent Bob Strike Back,None,2001-08-24,22000000,30059386,33762400,2001,Aug
Romance,Heavy,Medium,R,Medium,Two Can Play That Game,Light,2001-09-07,13000000,22235901,22391450,2001,Sep
Romance,Heavy,Medium,PG-13,Medium,Summer Catch,Light,2001-08-24,17000000,19693891,19693891,2001,Aug
Western,Heavy,Light,PG-13,Medium,American Outlaws,Heavy,2001-08-17,35000000,13264986,13601109,2001,Aug
Unknown,Medium,None,Unknown,Light,The Curse Of The Jade Scorpion,Light,2001-08-24,26000000,7496522,18496522,2001,Aug
Romance,Heavy,Medium,R,Heavy,American Pie 2,Light,2001-08-10,30000000,145096820,286500000,2001,Aug
Thriller,Medium,Medium,R,Heavy,Original Sin,Heavy,2001-08-03,26000000,16521410,16521410,2001,Aug
Horror,Light,Light,PG-13,Light,The Others,Medium,2001-08-10,17000000,96522687,207765056,2001,Aug
Animated,Light,Light,PG,None,Osmosis Jones,Medium,2001-08-10,70000000,13596911,13596911,2001,Aug
Horror,Heavy,Light,R,None,Session 9,Heavy,2001-08-10,1500000,378176,1619602,2001,Aug
Comedy,Heavy,Light,PG-13,Light,Rat Race,Medium,2001-08-17,48000000,56607223,86607223,2001,Aug
Comedy,Heavy,Medium,R,Medium,Made,Medium,2001-07-13,5000000,5308707,5476060,2001,Jul
Comedy,Heavy,Light,PG-13,Light,Rush Hour 2,Medium,2001-08-03,90000000,226164286,347425832,2001,Aug
Comedy,None,None,G,None,The Princess Diaries,Light,2001-08-03,30000000,108244774,165334774,2001,Aug
Drama,Heavy,Heavy,Unknown,Heavy,Bully,Heavy,2001-07-13,2100000,881824,1381824,2001,Jul
Animated,Medium,None,PG-13,None,Final Fantasy: The Spirits Within,Heavy,2001-07-11,137000000,32131830,85131830,2001,Jul
Drama,Heavy,Medium,R,Heavy,Baby Boy,Medium,2001-06-27,16000000,28734552,28734552,2001,Jun
Action,Heavy,Medium,PG-13,Light,The Fast And The Furious,Medium,2001-06-22,38000000,144512310,206512310,2001,Jun
Action,Heavy,Medium,R,Medium,Kiss Of The Dragon,Heavy,2001-07-06,25000000,36833473,36833473,2001,Jul
Comedy,Heavy,Light,R,Light,Ghost World,Light,2001-07-20,5500000,6217849,8761608,2001,Jul
Thriller,Heavy,None,R,Light,The Score,Light,2001-07-13,68000000,71069884,113542091,2001,Jul
Comedy,Heavy,Medium,PG-13,Medium,Pootie Tang,Light,2001-06-29,3500000,3293258,3293258,2001,Jun
Thriller,Medium,Medium,R,Medium,The Deep End,Heavy,2001-08-08,3000000,8823109,9981635,2001,Aug
Comedy,Heavy,None,PG-13,Light,Legally Blonde,Light,2001-07-13,18000000,96493426,141809235,2001,Jul
Science Fiction,Medium,None,PG-13,None,Jurassic Park Iii,Medium,2001-07-18,93000000,181166115,365900000,2001,Jul
Comedy,Heavy,Medium,R,Heavy,Hedwig And The Angry Inch,Light,2001-07-20,6000000,3067312,3740030,2001,Jul
Action,Light,Light,PG-13,None,Lara Croft: Tomb Raider,Medium,2001-06-15,94000000,131144183,273330185,2001,Jun
Comedy,Medium,Light,PG-13,Medium,The Animal,Light,2001-06-01,22000000,55762229,55762229,2001,Jun
Thriller,Heavy,Medium,R,Light,Sexy Beast,Heavy,2001-06-13,4300000,6946056,10158355,2001,Jun
Action,Heavy,Medium,R,Medium,Swordfish,Heavy,2001-06-08,80000000,69772969,147080413,2001,Jun
Comedy,Heavy,Light,PG,Medium,Dr. Dolittle 2,Light,2001-06-22,72000000,112950721,176101721,2001,Jun
Action,None,None,PG,None,Atlantis: The Lost Empire,Medium,2001-06-08,90000000,84052762,186049020,2001,Jun
Comedy,Heavy,None,PG-13,Light,Evolution,Medium,2001-06-08,80000000,38311134,98341932,2001,Jun
Drama,Medium,Medium,PG-13,Light,Songcatcher,Light,2001-06-15,1800000,3050934,3050934,2001,Jun
Musical,None,Light,PG-13,Medium,Moulin Rouge,Light,2001-05-18,53000000,57386369,179208843,2001,May
Drama,Heavy,Light,R,Light,Angel Eyes,Medium,2001-05-18,38000000,24044532,29544532,2001,May
Action,Heavy,Light,PG-13,Light,Pearl Harbor,Medium,2001-05-25,151500000,198539855,449239855,2001,May
Thriller,Light,None,PG-13,Light,Brigham City,Medium,2001-04-06,1000000,852206,852206,2001,Apr
Horror,Heavy,Medium,R,Light,The Forsaken,Heavy,2001-04-27,5000000,6755271,6755271,2001,Apr
Drama,Heavy,Medium,R,Heavy,Amores Perros,Heavy,2001-03-30,2000000,5383834,20883834,2001,Mar
Action,Medium,Light,PG-13,None,The Mummy Returns,Heavy,2001-05-04,98000000,202007640,435040395,2001,May
Drama,Light,Light,PG-13,None,Driven,Medium,2001-04-27,72000000,32616869,54616869,2001,Apr
Comedy,Heavy,Medium,R,Heavy,Freddy Got Fingered,Heavy,2001-04-20,15000000,14249005,14249005,2001,Apr
Thriller,Heavy,Light,R,Light,Beautiful Creatures,Heavy,2013-02-14,50000000,19452138,60282876,2013,Feb
Drama,Heavy,None,R,Medium,Panic,Medium,2000-12-01,1000000,779137,1425707,2000,Dec
Comedy,Medium,None,PG,Light,Kingdom Come,Light,2001-04-11,7000000,23247539,23393939,2001,Apr
Comedy,Medium,Light,PG,Light,Crocodile Dundee In Los Angeles,Light,2001-04-20,25000000,25590119,39393111,2001,Apr
Comedy,Heavy,Medium,R,Medium,Tomcats,Light,2001-03-30,11000000,13558739,13558739,2001,Mar
Science Fiction,None,None,G,None,Pokemon 3: The Movie,Medium,2001-04-06,3000000,17052128,68452128,2001,Apr
Drama,Heavy,None,R,Light,Blow,Medium,2001-04-06,30000000,52990775,83282296,2001,Apr
Comedy,Heavy,Light,PG-13,Light,Joe Dirt,Light,2001-04-11,16000000,27087695,30987695,2001,Apr
Comedy,Medium,None,PG-13,Light,Just Visiting,Medium,2001-04-06,40000000,4777007,16172200,2001,Apr
Thriller,Medium,None,R,None,Along Came A Spider,Medium,2001-04-06,28000000,74058698,105159085,2001,Apr
Comedy,Medium,None,PG-13,None,Josie And The Pussycats,Light,2001-04-11,22000000,14252830,14252830,2001,Apr
Animated,Light,None,PG,None,Shrek,Light,2001-05-18,50000000,267655011,491812794,2001,May
Comedy,Heavy,Medium,R,Medium,The Brothers,Light,2001-03-23,6000000,27457409,27958191,2001,Mar
Thriller,Heavy,Medium,R,Medium,Exit Wounds,Heavy,2001-03-16,33000000,51758599,79958599,2001,Mar
Drama,Light,None,R,Light,Enemy At The Gates,None,2001-03-16,85000000,51396781,96971293,2001,Mar
Comedy,Heavy,Light,PG-13,Light,Someone Like You,None,2001-03-30,23000000,27338033,38684906,2001,Mar
Comedy,Light,None,PG,None,Spy Kids,Light,2001-03-30,35000000,112692062,197692062,2001,Mar
Comedy,Heavy,Light,PG-13,Medium,Heartbreakers,Light,2001-03-23,38000000,40334024,57753825,2001,Mar
Comedy,Medium,Medium,PG-13,Light,Company Man,Light,2001-03-09,12000000,146028,622273,2001,Mar
Romance,Heavy,Light,R,Light,The Mexican,Medium,2001-03-02,40000000,66808615,145238250,2001,Mar
Comedy,Heavy,Medium,PG-13,Light,Get Over It,Light,2001-03-09,10000000,11560259,19860259,2001,Mar
Horror,Light,None,R,None,Hannibal,Heavy,2001-02-09,87000000,165092266,350100280,2001,Feb
Thriller,Heavy,Heavy,R,Heavy,The Tailor Of Panama,Light,2001-03-30,18000000,13491653,27491653,2001,Mar
Thriller,Heavy,Medium,R,Medium,3000 Miles To Graceland,Heavy,2001-02-23,62000000,15738632,18708848,2001,Feb
Science Fiction,Medium,Light,PG-13,Medium,Monkeybone,Medium,2001-02-23,75000000,5409517,5409517,2001,Feb
Comedy,Heavy,None,PG-13,Light,Down To Earth,Light,2001-02-16,30000000,64172251,71172251,2001,Feb
Comedy,Heavy,Medium,PG-13,Medium,Head Over Heels,Light,2001-02-02,14000000,10397365,10397365,2001,Feb
Comedy,Heavy,Medium,PG-13,Medium,Saving Silverman,Medium,2001-02-09,22000000,19351569,25873142,2001,Feb
Horror,Heavy,Medium,R,Light,Valentine,Heavy,2001-02-02,10000000,20384136,20384136,2001,Feb
Romance,Light,Medium,PG-13,Medium,Sweet November,Light,2001-02-16,40000000,25288103,65754228,2001,Feb
Thriller,Heavy,Medium,R,Light,15 Minutes,Medium,2001-03-09,42000000,24375436,56331864,2001,Mar
Thriller,Heavy,Light,R,Light,Memento,Heavy,2001-03-16,5000000,25544867,39723096,2001,Mar
Comedy,Light,None,PG,None,See Spot Run,Light,2001-03-02,16000000,33357476,43057552,2001,Mar
Action,Light,Light,PG-13,Light,"Crouching Tiger, Hidden Dragon",Medium,2000-12-08,15000000,128067808,213514672,2000,Dec
Comedy,Heavy,Light,PG-13,None,The Wedding Planner,Light,2001-01-26,28000000,60400856,94728529,2001,Jan
Action,Heavy,Light,PG-13,Light,Double Take,Heavy,2001-01-12,24000000,29823162,29823162,2001,Jan
Thriller,Medium,Light,PG-13,Light,Antitrust,Medium,2001-01-12,30000000,10965209,17865209,2001,Jan
Western,Medium,Medium,R,Medium,The Claim,Medium,2000-12-29,13000000,622023,1375635,2000,Dec
Horror,Medium,Medium,R,Medium,Dracula 2000,Heavy,2000-12-22,28000000,33000377,33000377,2000,Dec
Action,Heavy,None,PG-13,Light,"O Brother, Where Art Thou?",Heavy,2000-12-22,26000000,45506619,75763814,2000,Dec
Drama,Heavy,Light,Unknown,Medium,Save The Last Dance,Medium,2001-01-12,13000000,91038276,122244329,2001,Jan
Comedy,Heavy,Light,R,Light,An Everlasting Piece,Light,2000-12-22,4000000,75078,75078,2000,Dec
Western,Heavy,Medium,PG-13,Medium,All The Pretty Horses,Medium,2000-12-22,45000000,15527125,18120267,2000,Dec
Comedy,Heavy,Light,PG-13,Light,Miss Congeniality,Light,2000-12-22,45000000,106807667,213420951,2000,Dec
Comedy,Medium,Light,PG-13,Light,What Women Want,Light,2000-12-15,65000000,182805123,374105123,2000,Dec
Drama,Medium,Medium,PG-13,Light,Chocolat,Light,2000-12-15,25000000,71309760,152500343,2000,Dec
Biography,Heavy,Light,R,Medium,Pollock,Light,2000-12-15,6000000,8596914,10557291,2000,Dec
Drama,Heavy,None,PG-13,Light,Finding Forrester,None,2000-12-19,43000000,51768623,80013623,2000,Dec
Drama,Light,Light,PG-13,None,Cast Away,Medium,2000-12-22,85000000,233632142,427230516,2000,Dec
Comedy,Heavy,Medium,PG-13,Medium,The Family Man,Light,2000-12-22,60000000,75764085,124715863,2000,Dec
Documentary,Medium,Heavy,NC-17,Heavy,Inside Deep Throat,None,2005-02-11,2000000,691880,691880,2005,Feb
Action,Light,Light,PG-13,Light,Kingdom Of Heaven,Heavy,2005-05-06,110000000,47398413,218853353,2005,May
Musical,Medium,Light,PG-13,Medium,Rent,Light,2005-11-23,40000000,29077547,31670620,2005,Nov
Comedy,Heavy,Heavy,R,Medium,Transamerica,Light,2006-01-20,1000000,9015303,16553163,2006,Jan
Science Fiction,Medium,Light,PG-13,Light,Harry Potter And The Goblet Of Fire,Medium,2005-11-18,150000000,290013036,896911078,2005,Nov
Drama,Heavy,Light,R,None,Syriana,Heavy,2005-11-23,50000000,50824620,92690959,2005,Nov
Thriller,Heavy,Light,R,Heavy,Derailed,Heavy,2005-11-11,22000000,36020063,57520063,2005,Nov
Drama,Heavy,Medium,R,Medium,The Squid And The Whale,Light,2005-10-05,1500000,7372734,11191423,2005,Oct
Drama,Heavy,Heavy,R,Heavy,Jarhead,Medium,2005-11-04,72000000,62647540,96947540,2005,Nov
Biography,Medium,Light,PG-13,Light,Walk The Line,Light,2005-11-18,29000000,119519402,187707495,2005,Nov
Science Fiction,None,None,PG,None,"The Chronicles Of Narnia: The Lion, The Witch And The Wardrobe",Medium,2005-12-09,180000000,291710957,720539572,2005,Dec
Horror,Heavy,None,R,None,Saw Ii,Heavy,2005-10-28,5000000,87025093,152925093,2005,Oct
Drama,Heavy,Heavy,Unknown,Heavy,Where The Truth Lies,Heavy,2005-10-14,25000000,872142,1415656,2005,Oct
Drama,None,None,PG-13,None,The Work And The Glory: American Zion,None,2005-10-21,6500000,2025032,2025032,2005,Oct
Horror,Heavy,Medium,R,Light,Doom,Heavy,2005-10-21,70000000,28212337,54612337,2005,Oct
Horror,Medium,Light,PG-13,Medium,The Fog,Medium,2005-10-14,18000000,29511112,37048526,2005,Oct
Horror,Medium,Light,PG-13,Medium,The Fog,Medium,1980-02-01,1000000,21378361,21378361,1980,Feb
Thriller,Heavy,Medium,R,Medium,Domino,Heavy,2005-10-14,50000000,10169202,22969202,2005,Oct
Mystery,Heavy,Heavy,R,Heavy,"Kiss Kiss, Bang Bang",Heavy,2005-10-21,15000000,4235837,16829464,2005,Oct
Drama,Heavy,Medium,R,Heavy,The Weather Man,Light,2005-10-28,20000000,12482775,15466961,2005,Oct
Drama,Heavy,Medium,R,Medium,North Country,Medium,2005-10-21,30000000,18324242,23676771,2005,Oct
Drama,Light,Medium,R,Medium,Shopgirl,None,2005-10-21,7500000,10284523,11758418,2005,Oct
Drama,Heavy,Light,R,Medium,Junebug,Light,2005-08-03,1000000,2678010,3553253,2005,Aug
Comedy,Medium,Light,PG-13,Light,Elizabethtown,Light,2005-10-14,54000000,26850426,50719373,2005,Oct
Comedy,Light,None,PG,None,Zathura,Light,2005-11-11,65000000,28045540,58545540,2005,Nov
Western,Light,Light,PG-13,None,The Legend Of Zorro,Medium,2005-10-28,80000000,45575336,141475336,2005,Oct
Animated,None,Light,G,None,Chicken Little,Light,2005-11-04,60000000,135386665,310043823,2005,Nov
Horror,Heavy,None,R,None,Venom,Heavy,2005-09-16,25000000,881745,881745,2005,Sep
Comedy,Heavy,Medium,R,Medium,The Matador,Light,2005-12-30,10000000,12589255,17300838,2005,Dec
Thriller,Medium,Light,PG-13,Light,Into The Blue,Medium,2005-09-30,50000000,18782227,41982227,2005,Sep
Thriller,Heavy,Heavy,R,Medium,A History Of Violence,Heavy,2005-09-23,32000000,31493782,61477797,2005,Sep
Drama,Light,None,PG,None,"Good Night, And Good Luck",Light,2005-10-07,7000000,31501218,56586901,2005,Oct
Action,Heavy,Medium,R,Medium,Lord Of War,Medium,2005-09-16,42000000,24149632,60437727,2005,Sep
Comedy,Heavy,None,PG-13,Light,The Man,Light,2005-09-09,20000000,8330720,10393696,2005,Sep
Drama,Light,None,R,Light,Capote,Heavy,2005-09-30,7000000,28750530,49924079,2005,Sep
Action,Light,Light,PG-13,Light,Serenity,Medium,2005-09-30,39000000,25514517,40319440,2005,Sep
Comedy,Medium,None,PG-13,Light,Roll Bounce,Light,2005-09-23,10000000,17380866,17433072,2005,Sep
Thriller,Medium,None,PG-13,None,Flightplan,Light,2005-09-23,55000000,89706988,214392904,2005,Sep
Action,None,None,PG,None,Duma,Light,2005-09-30,12000000,870067,994790,2005,Sep
Drama,Light,Light,PG-13,None,Oliver Twist,Medium,2005-09-23,65000000,2070920,26670920,2005,Sep
Comedy,Light,None,PG,None,Pride & Prejudice,None,2005-11-11,28000000,38372662,126549607,2005,Nov
Comedy,Heavy,Heavy,R,Heavy,Deuce Bigalow: European Gigolo,Medium,2005-08-12,22000000,22400154,45273464,2005,Aug
Drama,Heavy,Medium,Unknown,Light,Dear Wendy,Heavy,2005-09-23,8000000,23106,446438,2005,Sep
Thriller,Medium,None,PG-13,None,The Skeleton Key,Light,2005-08-12,40000000,47907715,92256918,2005,Aug
Drama,Medium,Medium,R,Light,The Constant Gardener,Medium,2005-08-31,25500000,33579798,86301599,2005,Aug
Comedy,Medium,Light,R,Medium,Thumbsucker,Heavy,2005-09-16,4000000,1328679,1919197,2005,Sep
Comedy,Heavy,Light,R,Light,The Chumscrubber,Medium,2005-08-05,6800000,49526,49526,2005,Aug
Science Fiction,Medium,Light,PG-13,Light,A Sound Of Thunder,Light,2005-09-02,80000000,1900451,6300451,2005,Sep
Horror,Heavy,None,PG-13,None,The Cave,Medium,2005-08-26,30000000,15007991,27147991,2005,Aug
Drama,Heavy,Light,PG-13,Light,An Unfinished Life,Light,2005-09-09,30000000,8535575,18535575,2005,Sep
Action,Heavy,None,PG-13,Light,Underclassman,Medium,2005-09-02,25000000,5654777,5654777,2005,Sep
Thriller,Light,Medium,PG-13,Light,The Transporter 2,Heavy,2005-09-02,32000000,43095856,88978458,2005,Sep
Horror,Light,None,PG-13,None,The Exorcism Of Emily Rose,Medium,2005-09-09,18000000,75072454,144529078,2005,Sep
Science Fiction,Light,None,PG,None,Mirrormask,Light,2005-09-30,4000000,864959,973613,2005,Sep
Comedy,Light,Light,G,Light,Wallace & Gromit: The Curse Of The Were-Rabbit,Medium,2005-10-05,30000000,56068547,197593152,2005,Oct
Drama,Light,None,PG,None,The Greatest Game Ever Played,Light,2005-09-30,25000000,15331289,15468266,2005,Sep
Action,None,None,G,Light,Valiant,Light,2005-08-19,35000000,19478106,64188387,2005,Aug
Science Fiction,Medium,None,PG-13,Light,The Brothers Grimm,Heavy,2005-08-26,80000000,37899638,105299638,2005,Aug
Comedy,Heavy,Light,PG-13,Light,Just Like Heaven,Light,2005-09-16,58000000,48318130,100687083,2005,Sep
Comedy,Heavy,Medium,R,Medium,Wedding Crashers,Light,2005-07-15,40000000,209218368,283218368,2005,Jul
Comedy,Heavy,Light,PG-13,Medium,The Dukes Of Hazzard,Medium,2005-08-05,53000000,80270227,109848461,2005,Aug
Action,Heavy,Medium,R,Medium,Four Brothers,Heavy,2005-08-12,30000000,74494381,92494381,2005,Aug
Thriller,Light,None,R,Light,November,Heavy,2005-07-22,250000,191862,191862,2005,Jul
Drama,Light,Medium,R,Medium,2046,Light,2005-08-05,12000000,1442338,19287485,2005,Aug
Comedy,Medium,Light,PG-13,Medium,Must Love Dogs,Light,2005-07-29,35000000,43894863,58405313,2005,Jul
Drama,Heavy,None,PG-13,Light,Stealth,Medium,2005-07-29,138000000,32116746,76416746,2005,Jul
Documentary,Medium,Light,PG,None,My Date With Drew,None,2005-08-05,1100,181041,181041,2005,Aug
Thriller,Medium,None,PG-13,None,Red Eye,Medium,2005-08-19,26000000,57891803,96666486,2005,Aug
Comedy,Light,Light,PG,None,Sky High,Light,2005-07-29,35000000,63939454,83109359,2005,Jul
Drama,Heavy,None,R,Heavy,Me And You And Everyone We Know,Medium,2005-06-17,2000000,3885134,9615464,2005,Jun
Drama,Medium,Medium,R,Medium,My Summer Of Love,Light,2005-06-17,1700000,1000915,4727375,2005,Jun
Horror,Heavy,Light,R,None,Undead,Heavy,2005-07-01,750000,41196,229250,2005,Jul
Comedy,Medium,Light,PG-13,Light,Bewitched,Light,2005-06-24,80000000,63313159,131159306,2005,Jun
Thriller,Medium,None,PG-13,None,Dark Water,Medium,2005-07-08,60000000,25473093,49473093,2005,Jul
Comedy,Medium,Heavy,R,Medium,Broken Flowers,Light,2005-08-05,10000000,13744960,40744960,2005,Aug
Action,Medium,Light,PG-13,Light,Fantastic Four,Medium,2015-08-07,120000000,56117548,167977596,2015,Aug
Action,Medium,Light,PG-13,Light,Fantastic Four,Medium,2005-07-08,87500000,154696080,333132750,2005,Jul
Drama,Medium,None,R,None,The Great Raid,Heavy,2005-08-12,60000000,10166502,10597070,2005,Aug
Action,Medium,Light,PG-13,Light,The Island,Heavy,2005-07-22,120000000,35818913,163018913,2005,Jul
Action,Medium,Light,PG-13,Light,The Island,Heavy,1980-06-13,22000000,15716828,15716828,1980,Jun
Action,Heavy,Light,PG-13,None,War Of The Worlds,Medium,2005-06-29,132000000,234280354,606836535,2005,Jun
Comedy,Light,None,PG,None,Rebound,Light,2005-07-01,45000000,16809014,17492014,2005,Jul
Family,None,None,PG,None,Charlie And The Chocolate Factory,Light,2005-07-15,150000000,206459076,475825484,2005,Jul
Horror,Medium,Medium,R,Heavy,High Tension,Heavy,2005-06-10,2850000,3681066,6435262,2005,Jun
Action,Heavy,Light,PG-13,Medium,Mr. And Mrs. Smith,Heavy,2005-06-10,110000000,186336279,486124090,2005,Jun
Drama,Heavy,None,Unknown,Light,Funny Ha Ha,Light,2005-04-29,30000,77070,82698,2005,Apr
Drama,Heavy,Light,R,Light,Yes,Light,2005-06-24,1700000,396035,661221,2005,Jun
Documentary,Heavy,Medium,R,Medium,Murderball,Light,2005-07-08,350000,1531154,1772979,2005,Jul
Comedy,Heavy,None,PG-13,Light,The Longest Yard,Light,2005-05-27,82000000,158119460,191558505,2005,May
Comedy,Medium,None,PG-13,Light,The Honeymooners,Light,2005-06-10,27000000,12834849,13174426,2005,Jun
